time,open,high,low,close,tick_volume,spread,real_volume,collect_time,sma_5,sma_10,sma_20,sma_50,ema_5,ema_10,ema_20,rsi_14,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,returns,volatility_20
2024-06-21,2360.71,2368.73,2316.7,2321.42,81924.0,5,0.0,2026-05-30 03:03:16.341233,,,,,2321.42,2321.42,2321.42,,0.0,0.0,0.0,,,,,
2024-06-24,2321.36,2334.68,2317.73,2334.43,81632.0,5,0.0,2026-05-30 03:03:16.341233,,,,,2325.7566666666667,2323.7854545454543,2322.659047619048,,1.037834757834844,0.2075669515669688,0.8302678062678751,,,,0.0056043283852122,
2024-06-25,2334.29,2337.13,2315.54,2319.51,72400.0,5,0.0,2026-05-30 03:03:16.341233,,,,,2323.674444444445,2323.008099173553,2322.3591383219955,,0.6489265509212601,0.295838871437827,0.353087679483433,,,,-0.006391281811834,
2024-06-26,2319.35,2323.72,2293.67,2298.06,81657.0,5,0.0,2026-05-30 03:03:16.341233,,,,,2315.1362962962967,2318.4720811419984,2320.0449346722817,,-1.3742798966709415,-0.0381848821839266,-1.336095014487015,,,,-0.0092476428211132,
2024-06-27,2298.36,2330.91,2296.54,2327.48,74385.0,5,0.0,2026-05-30 03:03:16.341233,2320.18,,,,2319.250864197531,2320.1098845707256,2320.753036132064,,-0.5968572570741344,-0.1499193571619682,-0.4469378999121661,,,,0.0128021026430988,
2024-06-28,2328.03,2339.75,2319.06,2326.4,74181.0,5,0.0,2026-05-30 03:03:16.341233,2321.1760000000004,,,,2321.633909465021,2321.253541921503,2321.2908422147248,,-0.0671174994740795,-0.1333589856243904,0.0662414861503109,,,,-0.0004640211731142,
2024-07-01,2326.9,2338.53,2318.5,2331.72,76003.0,5,0.0,2026-05-30 03:03:16.341233,2320.634,,,,2324.995939643348,2323.156534299412,2322.284095337132,,0.773073108326571,0.0479274331658018,0.7251456751607691,,,,0.0022867950481428,
2024-07-02,2331.75,2336.78,2319.12,2329.35,70178.0,5,0.0,2026-05-30 03:03:16.341233,2322.602,,,,2326.447293095565,2324.282618972245,2322.957038638357,,1.2334723240296626,0.285036411338574,0.9484359126910886,,,,-0.0010164170655138,
2024-07-03,2329.55,2364.92,2326.82,2356.07,71327.0,5,0.0,2026-05-30 03:03:16.341233,2334.204,,,,2336.321528730377,2330.0621427954734,2326.110654006133,,3.7116372671130193,0.970356582493463,2.7412806846195563,,,,0.0114710112263078,
2024-07-04,2356.17,2362.52,2350.64,2356.1,45570.0,5,0.0,2026-05-30 03:03:16.341233,2339.928,2330.054,,,2342.914352486918,2334.796298650842,2328.9667821960247,,5.613314789276501,1.8989482238500708,3.71436656542643,,,,1.2733068202486209e-05,
2024-07-05,2357.21,2392.91,2352.3,2391.06,78621.0,5,0.0,2026-05-30 03:03:16.341233,2352.86,2337.018,,,2358.9629016579456,2345.026062532507,2334.88042198688,,9.828095585396111,3.48477769615928,6.343317889236833,,,,0.014838079877764,
2024-07-08,2386.21,2391.13,2351.14,2359.09,76078.0,5,0.0,2026-05-30 03:03:16.341233,2358.334,2339.484,,,2359.005267771964,2347.583142072051,2337.186096083367,,10.467959792208603,4.881414115369145,5.586545676839458,,,,-0.0133706389634722,
2024-07-09,2359.35,2371.33,2349.29,2363.73,74775.0,5,0.0,2026-05-30 03:03:16.341233,2365.21,2343.906,,,2360.5801785146427,2350.518934422588,2339.71408693257,,11.220127364016662,6.149156765098649,5.070970598918013,,,,0.0019668601028361,
2024-07-10,2364.12,2386.61,2362.19,2371.26,68758.0,5,0.0,2026-05-30 03:03:16.341233,2368.248,2351.226,,,2364.140119009762,2354.290037254844,2342.7184596056586,62.8838796401614,12.282251503022508,7.375775712683421,4.906475790339087,,,,0.0031856430302954,
2024-07-11,2371.03,2424.54,2370.44,2415.3,76342.0,5,0.0,2026-05-30 03:03:16.341233,2380.088,2360.008,,,2381.193412673175,2365.382757753963,2349.630987262263,69.7675397961763,16.487593760044547,9.198139322155647,7.2894544378888995,,,,0.0185724045444193,
2024-07-12,2415.29,2418.17,2391.44,2411.59,81842.0,5,0.0,2026-05-30 03:03:16.341233,2384.1940000000004,2368.527,,,2391.3256084487834,2373.784074525969,2355.5318456182376,66.90918653576449,19.298530357311847,11.218217529186887,8.08031282812496,,,,-0.0015360410715025,
2024-07-15,2411.51,2439.67,2401.32,2422.23,85183.0,5,0.0,2026-05-30 03:03:16.341233,2396.822,2377.578,,,2401.627072299189,2382.5924246121563,2361.884050797453,72.94086117562979,22.129679767053403,13.40050997676019,8.729169790293213,,,,0.0044120269199987,
2024-07-16,2422.14,2469.65,2420.01,2468.69,85927.0,5,0.0,2026-05-30 03:03:16.341233,2417.814,2391.512,,,2423.981381532793,2398.246529228128,2372.0560459596,84.27819518662874,27.801837512382463,16.280775483884646,11.521062028497816,,,,0.0191806723556391,
